ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","Tax class","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default"
58,simple,BVL-SANDWICHES-TURKEY-CLUB,"Turkey Club",1,0,visible,"Turkey, bacon, lettuce, tomato & mayo on white toast","Turkey, bacon, lettuce, tomato & mayo on white toast",taxable,,1,,,,,,,,,1,,,9.95,Sandwiches,,,assets/photos/menu/sandwiches-turkey-club.jpg,,,,,,,,,57
59,simple,BVL-PANINI-CHIPOTLE-CHICKEN,"Chipotle Chicken",1,0,visible,"Char-grilled chicken, avocado & pepper jack cheese with homemade chipotle mayo","Char-grilled chicken, avocado & pepper jack cheese with homemade chipotle mayo",taxable,,1,,,,,,,,,1,,,9.95,Panini,,,assets/photos/menu/panini-chipotle-chicken.jpg,,,,,,,,,58
60,simple,BVL-PANINI-CHICKEN,Chicken,1,0,visible,"Char-grilled chicken, roasted peppers & mozzarella cheese with balsamic glaze","Char-grilled chicken, roasted peppers & mozzarella cheese with balsamic glaze",taxable,,1,,,,,,,,,1,,,9.95,Panini,,,assets/photos/menu/panini-chicken.jpg,,,,,,,,,59
61,simple,BVL-PANINI-VEGGIE,Veggie,1,0,visible,"Grilled eggplant, roasted red peppers & mozzarella cheese with balsamic glaze","Grilled eggplant, roasted red peppers & mozzarella cheese with balsamic glaze",taxable,,1,,,,,,,,,1,,,9.95,Panini,,,assets/photos/menu/panini-veggie.jpg,,,,,,,,,60
62,simple,BVL-PANINI-MILANO,Milano,1,0,visible,"Char-grilled chicken, pesto, roasted peppers, arugula & melted mozzarella cheese","Char-grilled chicken, pesto, roasted peppers, arugula & melted mozzarella cheese",taxable,,1,,,,,,,,,1,,,10.95,Panini,,,assets/photos/menu/panini-milano.jpg,,,,,,,,,61
63,simple,BVL-PANINI-TURKEY,Turkey,1,0,visible,"Oven-roasted turkey, roasted peppers & mozzarella cheese with balsamic glaze","Oven-roasted turkey, roasted peppers & mozzarella cheese with balsamic glaze",taxable,,1,,,,,,,,,1,,,9.95,Panini,,,assets/photos/menu/panini-turkey.jpg,,,,,,,,,62
64,variable,BVL-PIZZA-CLASSIC,"Regular Classic Pizza",1,0,visible,,,taxable,,1,,,,,,,,,1,,,,"Stone Oven Baked",,,assets/photos/menu/pizza-classic.jpg,,,,,,,,,63,Size,"12"" | 16""",1,0,
,variation,BVL-PIZZA-CLASSIC-12,"Regular Classic Pizza",1,0,visible,,,taxable,,1,,,,,,,,,0,,,9.95,,,,,,,,BVL-PIZZA-CLASSIC,,,,,,,Size,"12""",0,0,
,variation,BVL-PIZZA-CLASSIC-16,"Regular Classic Pizza",1,0,visible,,,taxable,,1,,,,,,,,,0,,,14.95,,,,,,,,BVL-PIZZA-CLASSIC,,,,,,,Size,"16""",0,0,
65,variable,BVL-PIZZA-MARGHERITA,Margherita,1,0,visible,"Fresh mozzarella, fresh basil & pizza sauce","Fresh mozzarella, fresh basil & pizza sauce",taxable,,1,,,,,,,,,1,,,,"Stone Oven Baked",,,assets/photos/menu/pizza-margherita.jpg,,,,,,,,,64,Size,"12"" | 16""",1,0,
